"","Year","OPCS","Description","FCE","Admissions","Male","Female","Gender Unknown","Emergency","Waiting list","Planned","Other Admission Method","Mean time waited","Median time waited","Mean length of stay","Median length of stay","Mean age","Age 0","Age 1-4","Age 5-9","Age 10-14","Age 15","Age 16","Age 17","Age 18","Age 19","Age 20-24","Age 25-29","Age 30-34","Age 35-39","Age 40-44","Age 45-49","Age 50-54","Age 55-59","Age 60-64","Age 65-69","Age 70-74","Age 75-79","Age 80-84","Age 85-89","Age 90+","Day case","FCE bed days","EmergencyDC","ElectiveDC","OtherDC","class1","elective","new_daycase","inpatient","daycase","class2","class3","class4","proc_group"
"2734","2016","M81","Operations on urethral orifice",3050,3027,2669,381,0,126,2693,208,0,71.4222309505106,48,1.0393487109905,1,43.770396672213,10,221,325,249,14,12,6,5,10,75,92,88,102,126,177,210,213,210,245,219,154,126,91,25,2299,964,50,198,0,126,2901,2497,526,2375,0,2901,0,"Urological"
"2735","2016","M83","Other operations on urinary tract",101,98,70,31,0,29,46,22,1,24.1555555555556,7,1.275,0,55.3564356435644,0,1,2,0,1,0,2,0,0,2,6,1,6,6,2,15,8,15,7,9,11,4,3,0,57,158,16,8,0,30,68,65,24,44,68,0,0,"Urological"
"2736","2016","M86","Therapeutic endoscopic operations on urinary diversion",125,120,55,70,0,19,77,23,1,76.88,48,2.61194029850746,1,52.736,0,3,1,3,1,1,1,0,1,6,5,6,5,7,7,14,9,9,10,11,18,3,3,1,52,208,3,11,0,20,100,63,50,50,0,100,0,"Urological"
"2737","2016","N01","Extirpation of scrotum",1783,1745,1782,1,0,121,1591,27,6,72.1812125249834,56,4.63513513513514,1,42.3702236166572,1,12,16,33,4,6,16,16,25,164,197,210,169,148,150,130,123,90,86,57,44,33,18,5,1449,1583,19,46,0,127,1618,1495,261,1357,0,1618,0,"Male GU"
"2738","2016","N03","Other operations on scrotum",3131,2783,3127,4,0,2329,371,52,31,65.062091503268,47,2.74222896133434,1,37.2756336665592,46,95,183,304,49,46,44,40,49,238,239,210,209,186,200,191,164,125,141,111,102,67,41,21,287,7588,608,29,7,2360,423,316,380,43,0,423,0,"Male GU"
"2739","2016","N05","Bilateral excision of testes",112,107,110,2,0,13,92,1,1,58.2808988764045,33,2.20588235294118,1,57.768537037037,1,3,1,8,1,0,2,3,1,3,2,2,1,8,3,3,2,1,8,13,11,15,10,6,44,142,3,11,0,14,93,55,47,46,0,93,0,"Male GU"
"2740","2016","N06","Other excision of testis",4415,4275,4413,2,0,887,3280,88,20,35.3516518424396,12,1.95839177185601,1,36.3749869146006,90,239,93,323,68,59,47,48,43,335,432,459,394,320,277,211,206,154,152,144,108,92,48,14,2207,4200,187,346,2,907,3368,2553,1420,1948,0,3368,0,"Male GU"
"2741","2016","N07","Extirpation of lesion of testis",1976,1885,1975,1,0,1662,196,12,15,85.3879781420765,65,0.643896976483763,1,12.5764784591992,28,126,502,1029,49,29,12,15,9,38,27,18,16,10,11,15,13,9,7,6,3,1,0,0,174,1117,725,10,8,1677,208,184,189,19,0,0,208,"Male GU"
"2742","2016","N08","Bilateral placement of testes in scrotum",1812,1765,1812,0,0,792,916,50,7,99.1389830508475,81,0.709741550695825,1,12.4959878251245,44,387,311,405,90,80,72,61,37,145,73,43,32,11,5,4,3,3,0,0,0,1,0,0,788,722,332,49,5,799,966,837,520,446,0,0,966,"Male GU"
"2743","2016","N09","Other placement of testis in scrotum",6123,6068,6121,2,0,613,4988,457,10,99.0243499793644,82,0.791940789473684,1,6.98309430255403,417,2614,1418,1056,69,56,51,44,26,127,77,40,41,28,13,9,8,7,4,1,1,1,0,0,4886,978,240,200,3,623,5445,5086,922,4523,0,0,5445,"Male GU"
"2744","2016","N10","Prosthesis of testis",288,285,288,0,0,5,259,20,1,103.584677419355,87,1.31914893617021,1,28.1312056737589,0,0,0,20,22,31,18,22,14,29,20,18,25,14,18,13,10,6,0,1,1,0,0,0,241,59,1,10,0,6,279,251,36,243,0,0,279,"Male GU"
"2745","2016","N11","Operations on hydrocele sac",6271,6230,6270,0,1,197,5937,93,3,85.6849315068493,71,1.30427493713328,1,50.9593016025641,10,157,87,96,65,87,86,73,59,281,244,260,285,294,419,551,588,594,691,574,396,232,91,20,5059,1598,58,246,2,200,6030,5305,929,5101,0,0,6030,"Male GU"
"2746","2016","N13","Other operations on testis",2202,2076,2198,4,0,1566,467,28,15,75.3793103448276,62,0.919678714859438,1,18.6722057035998,44,124,203,622,140,91,63,64,65,250,154,93,68,41,31,27,23,10,5,8,5,4,3,1,422,1551,630,26,6,1581,495,448,394,101,0,495,0,"Male GU"
"2747","2016","N15","Operations on epididymis",3674,3643,3671,3,0,286,3319,35,3,89.2411764705882,75,0.919472913616398,1,51.7826042238069,1,19,66,153,18,12,11,15,16,67,88,113,178,239,384,467,423,415,426,288,156,65,25,1,2981,627,118,101,2,289,3354,3082,540,2814,0,0,3354,"Male GU"
"2748","2016","N17","Excision of vas deferens",9083,9075,9079,4,0,5,8901,111,58,74.7971739402276,62,0.406474820143885,0,39.154278782532,0,3,3,2,0,0,0,0,0,27,493,1791,2595,2256,1320,457,88,17,9,3,1,1,0,2,8745,119,1,195,0,63,9012,8940,142,8870,0,9012,0,"Male GU"
"2749","2016","N18","Repair of spermatic cord",45,45,42,3,0,2,41,2,0,74.3783783783784,40,0.823529411764706,1,45.8823529411765,0,1,0,1,1,0,0,0,0,0,0,0,3,2,1,3,0,2,0,1,2,0,0,0,28,14,2,6,0,2,43,34,11,32,0,43,0,"Male GU"
"2750","2016","N19","Operations on varicocele",1679,1666,1679,0,0,18,1470,175,3,60.2436837815811,43,0.491150442477876,0,32.5561160151324,0,2,1,75,39,32,46,42,31,269,234,217,172,111,94,91,51,31,25,11,6,6,0,0,1451,117,14,129,3,21,1645,1580,97,1548,0,1645,0,"Male GU"
"2751","2016","N20","Other operations on spermatic cord",340,336,337,3,0,77,248,11,0,79.6391304347826,63,1.21929824561404,1,41.5957207207207,1,16,20,24,0,0,2,2,2,11,15,22,26,24,36,33,24,25,21,11,8,7,2,1,221,139,25,8,0,77,259,229,85,174,0,259,0,"Male GU"
"2752","2016","N22","Operations on seminal vesicle",58,56,58,0,0,1,53,2,0,46.4,35,3.6,1,52.5576923076923,0,0,0,0,0,0,1,0,2,3,1,3,5,4,6,1,2,3,9,9,3,0,0,0,33,72,0,5,0,1,55,38,19,36,0,55,0,"Male GU"
"2753","2016","N24","Operations on male perineum",634,560,631,3,0,226,304,26,4,62.7706093189964,43,6.775,1,48.2029246794872,5,3,5,8,3,4,3,4,5,24,34,50,53,54,65,73,50,56,36,38,36,11,2,2,222,2203,59,30,0,230,330,252,199,131,0,330,0,"Male GU"
"2754","2016","N26","Amputation of penis",397,394,397,0,0,12,369,10,3,21.9260273972603,19,5.342175066313,3,67.5512820512821,0,0,0,0,0,1,0,0,0,0,0,3,0,20,14,32,33,40,64,48,62,38,25,10,15,1991,0,12,0,15,379,27,353,26,379,0,0,"Male GU"
"2755","2016","N27","Extirpation of lesion of penis",1754,1746,1753,1,0,41,1480,224,1,61.7172995780591,42,2.81118881118881,1,46.2456349206349,1,24,37,25,9,23,18,19,18,110,106,115,91,84,132,163,141,148,107,81,56,38,18,11,1458,921,6,65,0,42,1704,1523,224,1480,0,1704,0,"Male GU"
"2756","2016","N28","Plastic operations on penis",3583,3558,3583,0,0,160,3226,164,8,100.00921962463,79,1.74070021881838,1,32.0199733221005,13,253,86,107,48,74,111,129,121,610,419,243,185,154,186,224,243,179,120,39,11,2,4,0,2655,1594,18,144,0,168,3390,2799,742,2648,0,0,3390,"Male GU"
"2757","2016","N29","Prosthesis of penis",516,512,516,0,0,34,448,27,3,90.7863849765258,69,1.995841995842,1,55.7086646825397,1,2,0,0,0,0,0,5,0,5,3,16,21,38,49,75,85,65,74,42,11,7,3,2,34,958,4,15,0,37,475,49,430,45,0,0,475,"Male GU"
"2758","2016","N30","Operations on prepuce",31485,31191,31477,7,1,1279,29337,553,22,83.8436514760676,68,1.71138317270122,1,34.8145511189258,268,1833,3988,2747,403,476,566,599,528,2520,2023,1470,1284,1242,1530,1691,1578,1509,1323,1156,992,839,463,252,27515,6560,638,815,5,1301,29890,28330,2995,26895,0,29890,0,"Male GU"
"2759","2016","N32","Other operations on penis",2478,2410,2478,0,0,429,1794,175,12,55.7846062052506,28,1.80730478589421,1,45.0289509884679,19,359,75,45,6,12,13,4,15,74,92,94,71,101,128,208,220,200,226,194,151,68,41,12,1645,1506,155,185,5,441,1969,1830,515,1454,0,1969,0,"Male GU"
"2760","2016","N34","Other operations on male genital tract",664,661,664,0,0,6,619,36,0,88.0336134453782,74,0.407894736842105,0,28.375,1,2,2,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,585,65,4,47,0,6,655,632,32,623,0,0,655,"Male GU"
"2761","2016","O01","Transluminal coil embolisation of aneurysm of artery",1698,1381,631,1067,0,736,320,78,247,41.7438596491228,31,14.2497978981407,10,58.3638501213592,1,1,5,4,0,1,3,2,2,16,20,36,53,98,184,246,224,173,177,168,114,80,35,5,34,19848,2,7,0,983,398,41,388,10,0,398,0,"Vascular"
"2762","2016","O02","Transluminal balloon assisted coil embolisation of aneurysm of artery",698,589,227,471,0,289,153,54,93,43.9243697478992,27,12.4836852207294,9,56.4159159159159,0,0,0,0,0,0,0,0,0,4,8,20,28,42,91,106,99,91,68,56,34,14,5,0,2,7693,1,0,0,382,207,2,206,1,0,207,0,"Vascular"
"2763","2016","O03","Transluminal stent assisted coil embolisation of aneurysm of artery",342,316,120,222,0,50,190,61,15,48.2530864197531,35,6.92929292929293,3,55.4242424242424,0,0,1,1,0,0,0,0,0,3,5,13,11,25,37,58,58,47,28,19,12,7,5,0,5,2301,0,1,0,65,251,6,247,4,0,251,0,"Vascular"
"2764","2016","O04","Other transluminal embolisation of aneurysm of artery",238,211,121,117,0,32,126,33,20,39.6206896551724,34,6.87958115183246,3,61.0343347639485,0,0,0,1,0,2,1,0,0,1,3,7,6,12,19,27,27,29,23,23,19,20,9,4,19,1413,1,4,0,52,159,23,144,15,0,159,0,"Vascular"
"2765","2016","O05","Operations on dural arteriovenous fistula",257,213,174,83,0,48,113,42,10,43.5145631067961,24,10.1658986175115,4,59.4642857142857,0,1,1,0,0,0,0,1,0,1,6,4,7,12,17,38,27,27,45,41,16,5,2,1,2,2453,4,0,0,58,155,2,154,1,0,155,0,"Cerebrovascular"
"2766","2016","O06","Hybrid prosthetic replacement of shoulder joint using cemented humeral component",136,133,32,104,0,19,108,6,0,105.72,89,5.13178294573643,2,73.3823529411765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,8,25,27,29,27,11,0,0,653,0,0,0,19,114,0,114,0,0,0,114,"Orthopaedics"
"2767","2016","O07","Hybrid prosthetic replacement of shoulder joint using cemented glenoid component",797,796,270,527,0,4,783,9,0,112.502824858757,98,2.55484693877551,2,69.2168978562421,0,0,0,0,0,0,0,0,0,0,1,3,5,4,9,28,69,95,167,170,153,63,22,4,6,2015,1,4,0,4,792,10,782,10,0,0,792,"Orthopaedics"
"2768","2016","O08","Hybrid prosthetic replacement of shoulder joint using cement",36,36,12,24,0,0,35,1,0,104.9375,104,2.57142857142857,2,67.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,8,9,5,2,1,0,1,90,0,0,0,0,36,1,35,1,0,0,36,"Orthopaedics"
"2769","2016","O09","Placement of bone prosthesis",29,29,15,14,0,3,7,19,0,125.2,134,2.04761904761905,1,19.6551724137931,0,2,14,6,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,0,0,8,43,0,8,0,3,26,16,12,14,0,0,26,"Orthopaedics"
"2770","2016","O10","Complex reconstruction of shoulder",41,41,28,13,0,3,36,2,0,72.3428571428571,64,2.35714285714286,1,42.9756097560976,0,0,0,1,0,0,1,1,1,3,4,3,3,3,4,5,7,1,2,1,0,1,0,0,13,66,0,1,0,3,38,14,25,13,0,38,0,"Orthopaedics"
"2771","2016","O15","Operations on blood vessel",1381,903,778,603,0,75,4,2,822,24.6666666666667,24,17.2279279279279,9,0.431203932993439,1364,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,1,1,0,2,20426,4,0,74,897,6,2,6,0,6,0,0,"Vascular"
"2772","2016","O17","Secondary closed reduction of fracture of bone and internal fixation",2591,2411,1010,1581,0,1307,844,249,11,28.138671875,2,3.25146198830409,1,47.0085271317829,0,38,142,172,30,34,23,25,29,131,146,125,136,108,121,157,176,212,219,205,145,102,68,36,598,6452,411,169,2,1318,1093,767,769,324,0,1093,0,"Orthopaedics"
"2773","2016","O18","Hybrid prosthetic replacement of knee joint using cement",252,246,110,142,0,8,236,1,1,112.240174672489,99,5.84362139917695,4,69.0159362549801,0,0,0,0,0,0,0,0,0,1,0,0,3,1,7,16,19,34,45,38,44,26,16,1,2,1391,0,1,0,9,237,3,234,3,0,0,237,"Orthopaedics"
"2774","2016","O19","Other therapeutic endoscopic operations on other joint structure",597,597,287,310,0,3,593,1,0,78.1030534351145,58,0.970588235294118,1,35.7906197654941,0,0,0,15,8,14,7,19,9,70,78,89,70,58,59,44,22,12,12,6,2,2,0,1,527,66,1,16,0,3,594,543,54,540,0,594,0,"Orthopaedics"
"2775","2016","O20","Endovascular placement of stent graft",1,1,0,1,0,0,0,0,1,NA,NA,7,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,"Vascular"
"2776","2016","O21","Total prosthetic replacement of elbow joint using cement",559,537,156,403,0,55,455,23,4,112.577830188679,98,4.30326295585413,2,68.2025547445255,0,0,0,0,0,0,0,0,0,2,2,6,3,11,14,38,46,62,96,92,75,62,34,5,9,2383,0,3,0,59,478,12,468,10,0,0,478,"Orthopaedics"
"2777","2016","O22","Total prosthetic replacement of elbow joint not using cement",35,35,14,21,0,5,28,2,0,111.68,97,3.96875,2,59.8857142857143,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,3,4,2,4,8,1,1,0,2,136,1,0,0,5,30,2,28,2,0,0,30,"Orthopaedics"
"2778","2016","O23","Total prosthetic replacement of elbow joint",105,100,47,58,0,13,82,4,1,82.25,57,8.76237623762376,4,62.6857142857143,0,0,0,0,0,0,0,0,0,0,1,3,3,2,6,10,15,16,18,12,10,7,2,0,1,881,2,1,0,14,86,2,84,2,0,86,0,"Orthopaedics"
"2779","2016","O24","Prosthetic replacement of head of radius using cement",41,39,17,24,0,11,20,3,5,48.6842105263158,10,3.73529411764706,1,48.609756097561,0,0,0,0,0,0,0,0,1,2,3,5,3,2,5,2,6,7,0,3,1,1,0,0,6,114,2,4,2,16,23,10,17,6,0,23,0,"Orthopaedics"
"2780","2016","O25","Prosthetic replacement of head of radius not using cement",370,348,160,210,0,149,168,28,3,27.3740458015267,5,3.06752411575563,1,51.5597826086956,0,0,0,1,0,0,1,0,1,15,20,24,27,30,37,54,42,39,31,21,11,9,5,0,46,986,19,21,0,152,196,67,161,35,196,0,0,"Orthopaedics"
"2781","2016","O26","Other prosthetic replacement of head of radius",214,206,101,113,0,74,116,16,0,47.8172043010753,9,2.72784810126582,1,50.127358490566,0,0,0,0,0,0,0,0,1,7,11,18,21,18,29,28,17,17,21,15,4,4,0,1,49,405,7,16,0,74,132,65,92,40,0,132,0,"Orthopaedics"
"2782","2016","O27","Other stabilising operations on joint",4331,4318,2928,1403,0,67,4175,75,1,93.844306738962,77,1.16545961002786,1,31.8789912077742,0,2,11,67,36,90,131,113,141,859,858,564,431,268,272,192,102,80,54,33,12,5,1,0,2530,2085,29,357,0,68,4250,2887,1417,2833,0,0,4250,"Orthopaedics"
"2783","2016","O29","Excision of bone",30056,29996,14651,15401,4,32,29740,224,0,85.1586921551756,70,0.974585371674025,1,55.8211292530635,0,0,0,1,1,2,4,10,6,113,346,737,1345,2354,4042,5096,4597,3786,3330,2391,1274,432,76,6,21617,8204,18,1751,0,32,29964,23368,6668,23296,0,0,29964,"Orthopaedics"
"2784","2016","P01","Operations on clitoris",111,111,0,111,0,18,85,6,2,64.3698630136986,35,2.28301886792453,1,42.475,1,8,2,2,0,2,0,0,2,7,15,4,8,8,5,5,7,6,6,2,6,3,3,3,57,122,5,4,0,20,91,61,41,50,0,91,0,"Female LGU"
"2785","2016","P03","Operations on Bartholin gland",4166,4070,1,4165,0,2131,1686,183,70,51.3854707190511,40,0.845946984248944,1,34.8856729377713,0,0,2,10,12,24,41,54,83,551,764,736,580,420,372,277,121,45,28,11,8,4,2,1,1534,2178,858,133,25,2201,1869,1667,1121,748,0,1869,0,"Female LGU"
"2786","2016","P05","Excision of vulva",6689,6663,2,6686,1,184,6371,93,15,47.4783788366966,33,3.19867886178862,1,50.7573411360799,4,20,18,39,18,29,25,50,58,347,430,509,479,534,608,581,496,412,467,369,343,273,204,95,4685,6422,56,344,6,199,6464,5029,1604,4860,0,6464,0,"Female LGU"
"2787","2016","P06","Extirpation of lesion of vulva",636,635,0,636,0,16,589,30,0,48.5334538878843,35,1.56716417910448,1,48.3542857142857,0,4,3,4,1,1,1,1,3,17,52,42,33,62,62,58,52,33,31,23,9,11,16,6,501,211,6,36,0,16,619,537,96,523,0,619,0,"Female LGU"
"2788","2016","P07","Repair of vulva",371,369,0,371,0,76,268,3,22,72.5120967741936,54,1.00719424460432,1,31.4103260869565,0,10,18,12,1,2,3,3,3,65,77,59,40,19,13,15,7,3,4,3,3,1,4,3,232,140,20,10,17,98,271,242,94,177,0,271,0,"Female LGU"
"2789","2016","P09","Other operations on vulva",5643,5543,3,5640,0,1116,4202,189,36,44.3423927524647,27,1.75260718424102,1,54.7226471117509,2,65,37,36,17,18,16,29,42,231,335,326,276,273,352,430,479,526,537,499,460,301,186,84,3872,3345,359,190,11,1152,4391,4062,1230,3161,0,4391,0,"Female LGU"
"2790","2016","P11","Extirpation of lesion of female perineum",469,466,2,467,0,22,425,15,4,62.0076530612245,42,2.22105263157895,1,42.5773401826484,3,8,3,1,0,0,1,1,0,24,61,66,55,34,43,28,32,18,21,15,14,6,2,2,368,284,5,17,1,26,440,385,79,361,0,440,0,"Female LGU"
"2791","2016","P13","Other operations on female perineum",2428,2374,0,2428,0,216,2080,32,46,70.8967535923364,57,2.87520798668885,1,39.6622657545605,2,12,14,6,2,3,5,15,18,210,391,484,315,147,115,163,192,138,82,44,33,13,7,1,1788,1691,71,96,16,262,2112,1884,473,1639,0,2112,0,"Female LGU"
"2792","2016","P14","Incision of introitus of vagina",28,28,0,28,0,1,27,0,0,122.16,79,0.666666666666667,1,45.76,0,0,0,1,0,0,0,1,0,1,3,4,0,2,2,2,5,1,0,0,0,1,2,0,21,5,0,3,0,1,27,24,4,23,0,0,27,"Female LGU"
"2793","2016","P15","Other operations on introitus of vagina",587,581,0,587,0,56,516,9,0,67.5371900826446,56,1.29090909090909,1,23.2995897435897,3,5,4,79,38,41,48,45,16,89,94,49,27,13,12,8,6,3,2,1,0,2,0,0,476,138,6,22,0,56,525,498,80,445,0,525,0,"Female LGU"
"2794","2016","P17","Excision of vagina",162,159,0,162,0,11,145,3,0,81.0802919708029,40,2.4320987654321,2,45.7901146496815,1,0,1,1,1,1,1,2,0,10,16,18,17,14,13,8,10,10,10,7,9,5,1,1,80,196,5,9,0,11,148,89,67,81,0,148,0,"Female LGU"
"2795","2016","P18","Other obliteration of vagina",327,322,0,327,0,7,311,4,0,100.268965517241,88,2.37541528239203,1,79.159509202454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,22,50,74,99,55,18,19,696,0,9,0,7,315,28,288,27,0,0,315,"Female LGU"
"2796","2016","P19","Excision of band of vagina",220,217,0,220,0,7,204,6,0,69.7748691099476,59,1.19230769230769,1,29.2777777777778,0,0,2,16,11,10,14,9,9,31,34,22,13,12,8,8,3,6,1,4,1,2,0,0,142,93,1,19,0,7,210,161,56,154,0,210,0,"Female LGU"
"2797","2016","P20","Extirpation of lesion of vagina",2561,2551,0,2561,0,47,2044,455,5,55.6552287581699,39,1.25694444444444,1,49.8025451248993,3,6,3,6,4,3,3,6,10,103,222,248,218,206,200,214,219,185,218,170,131,68,30,6,1974,782,11,238,3,52,2499,2212,341,2158,0,2499,0,"Female LGU"
"2798","2016","P21","Plastic operations on vagina",87,85,0,87,0,2,76,7,0,99.9315068493151,78,3.74576271186441,2,35.5076506024096,4,5,2,5,1,1,4,2,0,5,9,7,5,3,2,7,5,4,8,1,2,1,0,0,27,222,1,4,0,2,83,31,53,30,0,0,83,"Female LGU"
"2799","2016","P22","Repair of prolapse of vagina and amputation of cervix uteri",212,208,0,212,0,0,206,1,1,101.036082474227,91,1.85922330097087,2,60.7547264150943,1,0,0,0,0,0,0,0,0,0,1,2,6,11,14,33,30,27,25,31,17,13,1,0,4,383,0,3,0,1,207,7,200,7,0,0,207,"Female LGU"
"2800","2016","P23","Other repair of prolapse of vagina",22629,22570,2,22623,4,53,22364,150,3,98.409181249697,84,1.81368589141462,2,62.0446543390537,0,2,0,0,0,0,0,1,0,18,101,313,641,977,1546,2478,2845,2989,3865,3392,2105,956,279,43,1156,38777,9,375,0,56,22514,1531,20991,1523,0,0,22514,"Female LGU"
"2801","2016","P24","Repair of vault of vagina",1943,1938,0,1943,0,65,1856,14,3,114.940778341794,99,2.08095238095238,2,64.5116279069767,0,0,0,0,0,0,0,0,0,2,12,12,32,53,93,162,207,247,415,368,201,104,20,7,33,3969,5,14,0,68,1870,47,1825,45,0,0,1870,"Female LGU"
"2802","2016","P25","Other repair of vagina",726,708,0,726,0,245,443,10,10,89.291169451074,70,2.8841059602649,1,43.8136300417246,0,4,17,5,2,5,5,6,6,37,66,88,75,79,73,66,45,36,34,29,21,13,5,2,105,1727,75,22,4,255,453,127,374,79,0,0,453,"Female LGU"
"2803","2016","P29","Other operations on vagina",2237,2180,0,2237,0,531,1549,85,15,46.9217993079585,29,1.77435387673956,1,49.3658039485767,13,33,24,32,8,15,17,17,19,104,179,146,134,135,151,175,199,193,170,146,110,93,49,16,1202,1840,219,128,5,546,1634,1330,663,971,0,1634,0,"Female LGU"
"2804","2016","P31","Operations on pouch of Douglas",1229,1214,1,1228,0,68,1134,9,3,79.8053892215569,68,1.81766381766382,1,30.7417279411765,0,0,0,3,2,5,11,11,24,243,263,203,147,101,45,14,6,2,4,2,2,0,0,0,873,635,3,48,0,71,1143,921,286,857,0,1143,0,"Female LGU"
"2805","2016","P32","Other plastic operations on vagina",31,30,0,31,0,1,29,0,0,119.107142857143,103,5.25,6,48.1111111111111,0,1,1,0,0,0,0,0,0,1,2,2,1,1,2,2,5,5,2,1,1,0,0,0,14,131,0,0,0,1,29,14,16,13,0,0,29,"Female LGU"
"2806","2016","Q01","Excision of cervix uteri",10863,10847,1,10861,1,89,9910,828,20,34.6989562118126,25,1.1567239635996,1,38.7716113253692,0,0,0,0,0,0,3,6,6,455,2913,1761,1163,963,1091,888,639,377,142,93,69,43,13,6,9868,1133,28,329,11,109,10738,10197,658,10080,0,10738,0,"Female UGU"
"2807","2016","Q02","Destruction of lesion of cervix uteri",2933,2918,1,2932,0,184,2449,279,6,51.2342767295597,36,0.925595238095238,1,36.06,0,0,1,0,0,1,9,14,22,358,600,503,415,338,267,171,95,38,34,14,12,4,3,1,2592,309,77,40,2,190,2728,2632,280,2448,0,2728,0,"Female UGU"
"2808","2016","Q05","Other operations on cervix uteri",1053,1045,0,1053,0,190,817,31,7,43.1700133868809,31,1.07262569832402,1,43.7461538461538,0,0,0,0,0,1,2,5,2,24,129,137,126,100,95,86,55,47,35,22,24,14,5,1,691,392,89,38,4,197,848,729,261,587,0,848,0,"Female UGU"
"2809","2016","Q07","Abdominal excision of uterus",29933,29720,54,29876,3,353,28670,642,55,66.3488519457283,41,3.02255170263623,2,52.6117410849581,1,1,0,0,0,0,0,1,1,28,273,983,2036,4495,6811,4676,2675,2006,1961,1578,1183,705,243,40,218,89003,4,202,0,408,29312,420,28901,411,0,29312,0,"Female UGU"
"2810","2016","Q08","Vaginal excision of uterus",5838,5820,7,5829,2,22,5726,69,3,80.4729255220846,62,1.86282410651717,2,53.7951807228916,0,0,0,0,0,0,0,0,0,2,60,213,437,814,1133,756,514,463,553,393,269,148,45,10,66,10683,2,66,0,25,5795,132,5664,131,0,5795,0,"Female UGU"
"2811","2016","Q09","Other open operations on uterus",2909,2880,1,2908,0,107,2470,282,21,94.620399113082,84,2.86514755323123,3,38.5760617760618,0,0,0,0,0,0,1,0,1,47,191,506,768,610,329,68,7,12,7,8,8,3,0,0,197,7728,7,60,1,128,2752,257,2509,243,0,0,2752,"Female UGU"
"2812","2016","Q10","Curettage of uterus",2553,2530,0,2553,0,413,1918,150,49,30.9116775340842,15,1.04709141274238,1,41.7004532344458,0,0,0,1,1,3,9,10,16,141,305,405,370,267,234,246,148,71,70,45,46,26,9,4,1824,752,201,102,2,462,2068,1926,508,1560,0,2068,0,"Female UGU"
"2813","2016","Q11","Other evacuation of contents of uterus",51122,50697,0,51121,1,14649,29843,5150,1055,6.52921133926949,4,0.828340120224937,0,30.5219365825967,0,0,0,69,144,286,559,766,1099,7655,10999,12549,10379,4351,431,31,3,0,0,0,2,0,0,1,30364,17032,8050,2568,192,15704,34993,32932,12451,22542,34993,0,0,"Female UGU"
"2814","2016","Q16","Other vaginal operations on uterus",10815,10793,0,10815,0,67,10574,144,8,64.3832087290362,52,0.98695652173913,1,45.0271586439408,0,0,1,2,0,0,1,0,2,10,148,612,1334,2809,3660,1423,261,108,122,75,70,26,12,2,9647,1178,20,285,3,75,10718,9932,875,9843,0,10718,0,"Female UGU"
"2815","2016","Q17","Therapeutic endoscopic operations on uterus",32609,32510,4,32603,2,245,31438,817,10,48.1289374955758,31,1.15598194130926,1,51.9725874749276,0,0,0,0,3,3,6,24,25,324,782,1545,2474,3910,5235,5187,3747,2376,2131,1599,1090,640,255,53,28095,5066,80,1327,5,255,32255,29422,3152,29103,0,32255,0,"Female UGU"
"2816","2016","Q19","Plastic operations on uterus",5,5,0,5,0,0,5,0,0,49,38,3.5,4,44.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,5,3,2,3,0,5,0,"Female UGU"
"2817","2016","Q20","Other operations on uterus",2063,1961,1,2062,0,439,1325,189,8,51.3137417218543,35,2.95195195195195,1,49.4281942977825,0,0,1,0,1,0,0,1,2,40,75,123,202,231,391,312,160,66,69,72,68,39,25,16,1348,1939,127,46,3,447,1514,1394,491,1023,0,1514,0,"Female UGU"
"2818","2016","Q22","Bilateral excision of adnexa of uterus",7894,7785,2,7892,0,226,7449,104,6,68.1513361462729,50,2.15834896810507,1,55.1956578263131,0,0,0,3,0,2,1,1,1,17,111,273,510,762,1091,1227,888,747,782,608,390,190,75,13,2392,11751,8,643,1,232,7553,3035,4649,2904,0,7553,0,"Female UGU"
"2819","2016","Q23","Unilateral excision of adnexa of uterus",13798,13297,3,13795,0,7001,5920,199,177,66.4573114512263,49,1.9631669535284,1,36.3689377167848,14,12,30,75,28,36,58,81,114,1044,2323,2808,2369,1543,1271,583,264,150,161,130,89,50,24,5,1859,22974,315,465,17,7178,6119,2324,5088,1031,0,6119,0,"Female UGU"
"2820","2016","Q24","Other excision of adnexa of uterus",694,666,0,694,0,399,250,8,9,71.6506550218341,51,1.77796610169492,1,35.0466127596439,3,1,0,7,1,0,1,5,3,53,135,169,134,51,52,26,5,8,10,2,4,3,1,0,86,1077,18,27,1,408,258,113,216,42,0,258,0,"Female UGU"
